id,name,street,city,state,zip,country,phone,fax_phone,contact,manufacturer,vendor,customer,parent,notes,stock_symbol,stock_price,primary,banner_image,banner_text,latitude,longitude,lat_long_error,vendor_type,fiscal_year,num_employees,publicly_traded,website,discount,rank_tier,vendor_manager,sys_class_name,sys_id,sys_updated_by,sys_updated_on,sys_created_by,sys_created_on,sys_mod_count,profits,market_cap,revenue_per_year,theme,banner_image_light,apple_icon,coordinates_retrieved_on
62,Roxio,1600 Carling Avenue,Ottawa,Ontario,K1Z 8R7,Canada,0800 376 9272,0800 376 9272,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,8a8d53de37400100fceabfc8bcbe5d1e,NULL,500,0,www.roxio.com,NULL,NULL,NULL,core_company,0c43f35dc611227500002515cba657f5,admin,2013-05-09 18:03:27,guest,2005-05-24 01:14:36,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
63,Webroot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c43f457c611227500002515d8ee0e38,admin,2013-06-05 21:53:01,guest,2005-05-24 01:14:37,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
64,Backweb,10 Ha'amal Street,Park Afek,Rosh Ha'ayin,48092,Israel,972 3 902 4182,972 3 900 2702,NULL,1,1,0,NULL,NULL,BWEBF,0.19,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,"569d6263df300100cd7da5f59bf2632c,8a8d53de37400100fceabfc8bcbe5d1e",NULL,8,1,NULL,NULL,NULL,NULL,core_company,0c440474c6112275000025152d88c19f,admin,2013-05-09 20:41:29,guest,2005-05-24 01:14:41,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
65,Erik Deppe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c440966c6112275000025152a1664c5,admin,2013-06-05 17:42:15,guest,2005-05-24 01:14:42,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
66,S.A. Research,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c440bc7c611227500002515aa583458,admin,2013-06-05 21:13:21,guest,2005-05-24 01:14:43,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
67,Aladdin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c440cc1c6112275000025155de689c9,admin,2013-06-05 16:20:44,guest,2005-05-24 01:14:43,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
68,Adagio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4410a9c6112275000025158992a321,admin,2013-06-05 22:26:02,guest,2005-05-24 01:14:44,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
69,Cyberlink,"4800 Great America Pkwy, Ste. 515",Santa Clara,CA,95054,USA,(408) 217-1850,(408) 217-1850,NULL,1,1,0,NULL,NULL,5203.TW,98.50,0,NULL,NULL,37.3962300,-121.9779570,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,700,0,NULL,NULL,NULL,NULL,core_company,0c441126c611227500002515b4002b6f,admin,2013-06-05 22:33:03,guest,2005-05-24 01:14:44,8,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
70,Mozilla,"650 Castro Street, Suite 300",Mountain View,CA,94041-2021,NULL,NULL,NULL,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,37.3880120,-122.0827500,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,600,0,www.mozilla.com,NULL,valued,NULL,core_company,0c441388c611227500002515acec8d17,admin,2013-05-09 18:23:30,guest,2005-05-24 01:14:45,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
71,Netscape,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4413f5c61122750000251577555283,admin,2013-06-05 19:15:43,guest,2005-05-24 01:14:45,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
72,3Com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c441abbc6112275000025157c651c89,admin,2013-06-05 15:48:22,guest,2005-05-24 01:14:46,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
73,Ann Arbor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c441cfdc611227500002515817d8e9a,admin,2013-06-05 16:35:08,guest,2005-05-24 01:14:47,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
74,Robert E. Nolan,92 Hopmeadow Street,Simsbury,CT,06089,USA,(800) 653-1941,(800) 653-1941,NULL,0,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,41.8279030,-72.8249920,NULL,569d6263df300100cd7da5f59bf2632c,NULL,420,0,www.renolan.com,NULL,NULL,NULL,core_company,0c4421a1c61122750000251594dc79e3,admin,2013-05-09 18:09:04,guest,2005-05-24 01:14:48,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
75,Bradbury,1200 E.Cole / PO Box 667,Moundridge,KS,67107,USA,(800) 397-6394,(620) 345-6394,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,38.2030110,-97.5166430,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c442318c61122750000251578414cce,admin,2013-05-07 05:50:22,guest,2005-05-24 01:14:48,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
76,Netopsystems,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4428e4c611227500002515a94af89d,admin,2013-06-05 19:14:44,guest,2005-05-24 01:14:50,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
77,Bits Per Second,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4433e1c6112275000025155760ad96,admin,2013-06-05 16:50:22,guest,2005-05-24 01:14:53,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
78,Clubphoto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c443921c6112275000025154b0038df,admin,2013-06-05 16:58:16,guest,2005-05-24 01:14:54,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
79,Chapura,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c443940c611227500002515128557cc,admin,2013-06-05 16:53:47,guest,2005-05-24 01:14:54,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
80,XYQuest,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c443f6ac6112275000025150932afda,admin,2013-06-05 22:09:59,guest,2005-05-24 01:14:56,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
81,Aveo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4441cbc611227500002515804854b4,admin,2013-06-05 16:45:17,guest,2005-05-24 01:14:56,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
82,Altiris,350 Ellis Street,Mountain View,CA,94043,U.S,(650) 527-8000,(650) 527-8000,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,37.3970530,-122.0537670,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,5000,0,NULL,NULL,strategic,NULL,core_company,0c44444cc611227500002515cd1abdb9,admin,2013-05-08 17:50:49,guest,2005-05-24 01:14:57,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
83,Mindmaker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c44448ac611227500002515a919128d,admin,2013-06-05 18:50:52,guest,2005-05-24 01:14:57,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
84,National Semiconductor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4444aac61122750000251551a85b88,admin,2013-06-05 19:12:31,guest,2005-05-24 01:14:57,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
85,Partridge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4445f2c61122750000251558d58c75,admin,2013-06-05 20:53:23,guest,2005-05-24 01:14:57,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
86,SkyDesk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c444af3c6112275000025159d150d8a,admin,2013-06-05 21:25:06,guest,2005-05-24 01:14:59,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
87,Siber,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c444b51c61122750000251520013c4e,admin,2013-06-05 21:19:52,guest,2005-05-24 01:14:59,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
88,Eatsleepmusic.Com,301 Moodie Dr.  Suite 306,Nepean,ON,K2H 9C4,Canada,(855) 307-6158,(855) 307-6158,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,"8a8d53de37400100fceabfc8bcbe5d1e,569d6263df300100cd7da5f59bf2632c",NULL,21,0,NULL,NULL,NULL,NULL,core_company,0c444d35c6112275000025151fed2c06,admin,2013-05-07 05:50:23,guest,2005-05-24 01:14:59,7,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
89,Irfan Skiljan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c444f58c6112275000025152d4a53c6,admin,2013-06-05 18:13:53,guest,2005-05-24 01:15:00,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
90,Screentime Media,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c445302c6112275000025152e9dd14e,admin,2013-06-05 21:18:33,guest,2005-05-24 01:15:01,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
91,NVIDIA,2701 San Tomas Expressway,Santa Clara,CA,95050,USA,(408) 486-2000,(408) 486-2000,NULL,1,1,0,NULL,NULL,NVDA,13.93,0,NULL,NULL,37.3732800,-121.9662830,NULL,"8a8d53de37400100fceabfc8bcbe5d1e,1c8d13de37400100fceabfc8bcbe5dfc",NULL,7133,1,www.nvidia.com,NULL,NULL,NULL,core_company,0c44535fc61122750000251582ead4ab,admin,2013-05-09 18:20:49,guest,2005-05-24 01:15:01,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
92,Concentric Network,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4454c7c6112275000025154872b0e6,admin,2013-06-05 16:59:48,guest,2005-05-24 01:15:01,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
93,VIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4456f9c6112275000025158a735130,admin,2013-06-05 21:45:05,guest,2005-05-24 01:15:02,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
94,Aureal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c445757c6112275000025158c39d763,admin,2013-06-05 16:40:01,guest,2005-05-24 01:15:02,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
95,Trend Micro,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4457f3c6112275000025156a64a09b,admin,2013-06-05 21:41:26,guest,2005-05-24 01:15:02,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
96,Microtek,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c44596ac611227500002515e2abf9ad,admin,2013-06-05 18:38:21,guest,2005-05-24 01:15:02,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
97,Ipswitch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,0c4459b8c61122750000251544213ed1,admin,2013-06-05 18:10:26,guest,2005-05-24 01:15:02,2,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
98,Corsair,46221 Landing Parkway,Fremont,CA,94538,USA,(510) 657-8747,(510) 657-8748,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,37.4875940,-121.9458670,NULL,1c8d13de37400100fceabfc8bcbe5dfc,NULL,300,0,NULL,NULL,NULL,NULL,core_company,0e579a3b37e3100044e0bfc8bcbe5d53,admin,2013-05-07 05:50:23,admin,2012-01-20 22:31:39,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
99,Microsoft,One Microsoft Way,Redmond,WA,98052,USA,(425) 882-8080,(425) 936-7329,NULL,1,1,0,NULL,NULL,MSFT,33.8,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,8a8d53de37400100fceabfc8bcbe5d1e,NULL,94000,0,www.microsoft.com,NULL,valued,NULL,core_company,0e8b8e650a0a0b3b004f285ffbb1a4fc,admin,2013-05-09 18:25:08,kenny.gabel,2009-11-19 22:24:04,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
100,Apache Software Foundation,"2000 Post Oak Boulevard, Suite 100",Houston,TX,77056-4400,U.S,(713) 296-6000,(800) 272-2434,NULL,1,1,0,NULL,NULL,APA,75.25,0,NULL,NULL,29.7462250,-95.4610520,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,5976,1,NULL,NULL,NULL,NULL,core_company,10694925c611227500b52598612a671c,admin,2013-05-08 18:00:57,glide.maint,2005-05-24 20:33:52,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
101,CyberRAID™,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,10997bd5c6112275005d4a62385f4e86,admin,2013-06-05 17:15:42,glide.maint,2005-05-24 21:26:31,3,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
102,OpenSource,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,http://dev.mysql.com/,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,10a5a471c6112275004cdf7ed3999cd6,admin,2013-06-05 20:43:55,glide.maint,2005-05-24 21:39:47,3,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
103,ACME Italy,NULL,Rome,NULL,NULL,France,NULL,NULL,NULL,0,0,1,81f87336ac1d55eb06002def816d139f,NULL,ACME,NULL,0,NULL,NULL,32.7114720,-117.1665870,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,187d13f03710200044e0bfc8bcbe5df2,admin,2013-06-05 22:22:42,admin,2012-02-18 02:42:19,1,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
104,ACME South America,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,0,0,1,98c37b193790200044e0bfc8bcbe5dbe,NULL,ACME,NULL,0,NULL,NULL,32.7114720,-117.1665870,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,227cdfb03710200044e0bfc8bcbe5d6b,admin,2013-06-05 22:24:08,admin,2012-02-18 02:37:33,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
105,AOpen,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,2c0c3ed4bfd101007a6d257b3f07397e,admin,2013-06-05 16:37:07,admin,2013-05-08 20:23:01,1,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
106,System manufacturer,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,2f1c3218bfd101007a6d257b3f0739ee,admin,2013-05-08 20:23:29,admin,2013-05-08 20:23:29,0,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
107,Dynex,7601 Penn Avenue South,Richfield,MN,55423-3645,USA,(800) 305-2204,(800) 305-2204,NULL,1,1,0,NULL,NULL,DX,10.79,0,NULL,NULL,44.8653640,-93.3086240,NULL,1c8d13de37400100fceabfc8bcbe5dfc,NULL,17,0,NULL,NULL,NULL,NULL,core_company,2f7c167b37e3100044e0bfc8bcbe5d6c,admin,2013-05-07 05:50:23,admin,2012-01-20 22:52:12,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
108,ACME North America,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,0,0,1,98c37b193790200044e0bfc8bcbe5dbe,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,31bea3d53790200044e0bfc8bcbe5dec,admin,2013-06-05 22:23:31,admin,2012-02-19 17:11:11,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
109,Adtran,901 Explorer Boulevard,Huntsville,AL,35806-2807,U.S,(256) 963-8000,(256) 963-8030,NULL,1,1,0,NULL,NULL,ADTN,21.60,0,NULL,NULL,34.7226470,-86.6793240,NULL,569d6263df300100cd7da5f59bf2632c,NULL,2045,1,NULL,NULL,valued,56826bf03710200044e0bfc8bcbe5dca,core_company,31e83f333723100044e0bfc8bcbe5da7,admin,2013-06-05 22:29:17,guest,2005-05-24 01:14:46,8,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
110,Cloudward Inc,"1100 Larkspur Landing Circle
",Larkspur,CA,94939,USA,(415) 464-4849,(425) 458-4511,NULL,0,1,0,NULL,NULL,CDWD,0.55,0,NULL,NULL,37.9482240,-122.5090850,NULL,1c8d13de37400100fceabfc8bcbe5dfc,NULL,57,0,NULL,NULL,NULL,NULL,core_company,3efe8c4c37423000158bbfc8bcbe5d7d,admin,2013-05-09 20:58:22,admin,2012-11-26 23:44:34,8,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
111,Samsung,Samsung Main Building 250-2 ga Taepyung-ro,Seoul,NULL,100-742,South Korea,(822) 727-7114,(822) 727-7114,NULL,1,1,0,NULL,NULL,BC94,668.25,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,1c8d13de37400100fceabfc8bcbe5dfc,NULL,221726,1,www.samsung.com,NULL,valued,NULL,core_company,43febe921b5310002502fbcd2c0713bc,admin,2013-05-09 17:57:11,admin,2012-01-03 23:13:42,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
112,ACME Czech Republic,NULL,Prague,NULL,NULL,France,NULL,NULL,NULL,0,0,1,81f87336ac1d55eb06002def816d139f,NULL,ACME,NULL,0,NULL,NULL,32.7114720,-117.1665870,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,4b7d13f03710200044e0bfc8bcbe5db6,admin,2013-06-05 22:21:53,admin,2012-02-18 02:41:41,1,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
113,The Eclipse Foundation,102 Centrepointe Drive,Ottawa,Ontario,K2G 6B1,Canada,(613) 224-9461,(613) 224-9461,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,8a8d53de37400100fceabfc8bcbe5d1e,NULL,176,0,www.eclipse.org,NULL,valued,NULL,core_company,4c1090ce37413000158bbfc8bcbe5d34,admin,2013-05-09 17:24:56,admin,2012-10-14 11:55:15,6,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
114,EMC,176 South Street,Hopkinton ,MA,01748,USA,(866) 438-3622,(508) 435-1000,NULL,1,1,0,NULL,NULL,EMC,23.34,0,NULL,where information lives,42.1982300,-71.5419900,NULL,1c8d13de37400100fceabfc8bcbe5dfc,NULL,60000,1,www.emc.com,NULL,valued,NULL,core_company,5fcfdb49c0a8010e0037a40d71de0425,admin,2013-05-09 19:22:06,glide.maint,2006-07-11 22:58:12,7,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
115,Parallels Software International Inc.,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,631c7218bfd101007a6d257b3f073916,admin,2013-06-05 20:46:32,admin,2013-05-08 20:23:30,1,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
116,Intel,2200 Mission College Boulevard,Santa Clara,CA,95054-1549,USA,(408) 765-8080,(408) 765-8080,NULL,1,1,0,NULL,NULL,INTC,23.9,0,NULL,NULL,37.3880830,-121.9644560,NULL,"8a8d53de37400100fceabfc8bcbe5d1e,1c8d13de37400100fceabfc8bcbe5dfc",NULL,105000,1,www.intel.com,NULL,valued,NULL,core_company,7aad6d00c611228400f00e0f80b67d2d,admin,2013-05-09 19:06:07,system,2005-09-21 21:53:37,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
117,Network Associates,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,core_company,7aad80c2c61122840034d46a1742318f,admin,2013-06-05 20:40:06,system,2005-09-21 21:53:42,1,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
118,InstallShield Software,"1000 E Woodfield Road, Suite 400",Schaumburg,IL,60173,USA,(800) 374-4353,NULL,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,1123,0,www.installshield.com,NULL,NULL,NULL,core_company,7aadbe7dc611228400267b76a166af6f,admin,2013-05-09 19:07:38,system,2005-09-21 21:53:58,4,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
119,Logitech,"2-4, Rue du Sablon",Morges,NULL,1110,Switzerland,41 21 863 51 11,41 21 863 51 11,NULL,1,1,0,NULL,NULL,LOGI,6.56,0,NULL,NULL,NULL,NULL,2: couldn't find this address! sorry,"8a8d53de37400100fceabfc8bcbe5d1e,1c8d13de37400100fceabfc8bcbe5dfc",NULL,11000,1,www.logitech.com,NULL,NULL,NULL,core_company,7aaddf3bc611228401ef48fb69815c17,admin,2013-05-09 18:34:37,system,2005-09-21 21:54:06,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
120,Palm,3000 Hanover Street,Palo Alto,CA,94304,USA,(650) 857-1501,(650) 857-1501,NULL,1,1,0,NULL,NULL,PALM,20.65,0,NULL,NULL,37.4139460,-122.1471550,NULL,"8a8d53de37400100fceabfc8bcbe5d1e,1c8d13de37400100fceabfc8bcbe5dfc",NULL,6345,1,www.palm.com,NULL,valued,NULL,core_company,7aade068c6112284008bb9d135dbba0d,admin,2013-05-09 18:15:19,system,2005-09-21 21:54:07,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
121,Sun Microsystems,500 Oracle Parkway,"Redwood City, CA 94065",NULL,NULL,USA,(650) 506-7000,(650) 506-7000,NULL,1,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,37.5295260,-122.2639690,NULL,8a8d53de37400100fceabfc8bcbe5d1e,NULL,38600,0,www.sun.com,NULL,NULL,NULL,core_company,7aadecd8c6112284005a7ff7591af97e,admin,2013-05-09 17:35:52,system,2005-09-21 21:54:10,5,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL
