id,display_name,sys_class_name,ci,parent,model_category,model,serial_number,asset_tag,location,stockroom,assigned_to,company,assigned,department,support_group,supported_by,owned_by,managed_by,install_status,substatus,life_cycle_stage,life_cycle_stage_status,purchase_date,order_date,delivery_date,install_date,vendor,justification,lease_id,warranty_expiration,po_number,invoice_number,gl_account,cost,cost_center,checked_in,checked_out,due,due_in,comments,quantity,old_status,old_substatus,active_to,pre_allocated,skip_sync,depreciation,residual,residual_date,depreciation_date,depreciated_amount,salvage_value,retirement_date,request_line,reserved_for,sys_domain,acquisition_method,retired,disposal_reason,beneficiary,resale_price,resold_value,expenditure_type,work_notes,asset_function,sys_id,sys_updated_by,sys_updated_on,sys_created_by,sys_created_on,sys_mod_count,sys_domain_path
322,P1000117 - Asus G Series,alm_hardware,82072802c0a8018b760b2939640efdd4,NULL,81feb9c137101000deeabfc8bcbe5dc4,f8fa15df0a0a0b9100a14bd778fb212a,AEX5635Z3401AC,P1000117,f90735e70a0a0b9100de208fbc63907d,a2aa2b3f3763100044e0bfc8bcbe5de2,NULL,31bea3d53790200044e0bfc8bcbe5dec,2022-11-25 08:00:00,NULL,NULL,NULL,NULL,NULL,6,defective,NULL,NULL,NULL,NULL,NULL,2022-10-18 08:00:00,a4bfed3737e3100044e0bfc8bcbe5dbe,NULL,NULL,NULL,NULL,NULL,NULL,839.9900,NULL,NULL,NULL,NULL,NULL,NULL,1,in_stock,available,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,55067.9800,2023-11-08,2022-10-19 08:00:00,14712.8152,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,13c1fa8837f3100044e0bfc8bcbe5d59,system,2023-11-08 07:55:07,admin,2022-11-07 19:00:10,26,/
323,"P1000683 - Apple MacBook Air 13\"",alm_hardware""",10a9280d3790200044e0bfc8bcbe5de0,NULL,81feb9c137101000deeabfc8bcbe5dc4,c402054f1b1310002502fbcd2c0713f7,OCI-898-H51217-RD,P1000683,25ab97260a0a0bb30006d40b6fe4a0b3,NULL,3a82abf03710200044e0bfc8bcbe5d22,31bea3d53790200044e0bfc8bcbe5dec,2021-11-08 08:00:00,221db0edc611228401760aec06c9d929,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2021-06-21,2021-06-09 07:00:00,2021-06-29 07:00:00,2021-08-22 07:00:00,b7e9e843c0a80169009a5a485bb2a2b5,NULL,NULL,2024-08-21,PO100006,NULL,NULL,1599.9900,7fb1cc99c0a80a6d30c04574d14c0acf,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,74174.1300,2023-11-08,2021-08-23 07:00:00,58742.4219,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14a9280d3790200044e0bfc8bcbe5ddf,system,2023-11-08 07:55:07,admin,2022-12-05 08:13:00,19,/
324,"P1000679 - Apple MacBook Air 13\"",alm_hardware""",10a9680d3790200044e0bfc8bcbe5d8d,NULL,81feb9c137101000deeabfc8bcbe5dc4,c402054f1b1310002502fbcd2c0713f7,MOS-393-S21894-TH,P1000679,25ab9be20a0a0bb300babdc4c9cb394b,NULL,3682abf03710200044e0bfc8bcbe5d20,31bea3d53790200044e0bfc8bcbe5dec,2022-04-02 07:00:00,221db0edc611228401760aec06c9d929,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2021-12-19,2021-12-04 08:00:00,2021-12-31 07:00:00,2022-02-28 07:00:00,b7e9e843c0a80169009a5a485bb2a2b5,NULL,NULL,2025-02-27,PO100008,NULL,NULL,1599.9900,7fb1cc99c0a80a6d30c04574d14c0acf,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,88004.4400,2023-11-08,2022-03-01 07:00:00,44912.1119,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14a9680d3790200044e0bfc8bcbe5d8c,system,2023-11-08 07:55:07,admin,2022-12-05 08:13:16,19,/
325,"P1000524 - Apple MacBook Pro 15\"",alm_hardware""",10a96c0d3790200044e0bfc8bcbe5df3,NULL,81feb9c137101000deeabfc8bcbe5dc4,d501454f1b1310002502fbcd2c071334,MBC-837-J55604-NT,P1000524,30fffb993790200044e0bfc8bcbe5dcc,NULL,de826bf03710200044e0bfc8bcbe5dc6,81fca4cbac1d55eb355b4b6db0e3c80f,2021-09-22 08:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2021-02-18,2021-02-08 07:00:00,2021-03-03 07:00:00,2021-06-10 07:00:00,b7e9e843c0a80169009a5a485bb2a2b5,NULL,NULL,2024-06-09,PO100005,NULL,NULL,1799.9900,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,77467.9800,2023-11-08,2021-06-11 07:00:00,72063.2448,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14a96c0d3790200044e0bfc8bcbe5df2,system,2023-11-08 07:55:07,admin,2022-12-05 08:14:22,18,/
326,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,5fa96c0d3790200044e0bfc8bcbe5d50,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,39826bf03710200044e0bfc8bcbe5d28,81fbfe03ac1d55eb286d832de58ae1fd,2023-04-29 07:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-26 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d46,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:55,5,/
327,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,5aa9e80d3790200044e0bfc8bcbe5dab,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,71826bf03710200044e0bfc8bcbe5d29,81fbfe03ac1d55eb286d832de58ae1fd,2021-11-20 08:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-09-30 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d4b,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:56,6,/
328,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,9fa96c0d3790200044e0bfc8bcbe5d4c,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,b9826bf03710200044e0bfc8bcbe5d29,81fbfe03ac1d55eb286d832de58ae1fd,2023-01-01 07:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-25 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d50,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:56,5,/
329,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,dca9e80d3790200044e0bfc8bcbe5dfa,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,3d826bf03710200044e0bfc8bcbe5d2a,81fbfe03ac1d55eb286d832de58ae1fd,2022-01-18 07:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-11-21 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d55,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:56,5,/
330,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,f1a92c0d3790200044e0bfc8bcbe5d69,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,75826bf03710200044e0bfc8bcbe5d2b,81fbfe03ac1d55eb286d832de58ae1fd,2022-09-14 08:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-19 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d5a,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:56,6,/
331,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,cea92c0d3790200044e0bfc8bcbe5d91,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,bd826bf03710200044e0bfc8bcbe5d2b,81fbfe03ac1d55eb286d832de58ae1fd,2022-08-31 08:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-11 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d5f,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:56,5,/
332,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,96a9e80d3790200044e0bfc8bcbe5db7,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,8226baa4ac1d55eb40eb653c02649519,NULL,31826bf03710200044e0bfc8bcbe5d2d,81fbfe03ac1d55eb286d832de58ae1fd,2022-01-28 07:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-10-16 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14ab288d3790200044e0bfc8bcbe5d64,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:56,7,/
333,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,62a9e80d3790200044e0bfc8bcbe5dcb,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,NULL,02826bf03710200044e0bfc8bcbe5d7f,31bea3d53790200044e0bfc8bcbe5dec,2022-01-05 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-10-15 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d65,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:39,6,/
334,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,d3a9e80d3790200044e0bfc8bcbe5d06,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,db9a923c0a0a0a6501068d6eaec25ee0,NULL,4a826bf03710200044e0bfc8bcbe5d7f,31bea3d53790200044e0bfc8bcbe5dec,2021-05-14 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-02-01 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d6a,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:39,7,/
335,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,26a96c0d3790200044e0bfc8bcbe5d0d,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,NULL,82826bf03710200044e0bfc8bcbe5d80,31bea3d53790200044e0bfc8bcbe5dec,2023-02-04 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-28 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d6f,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:39,6,/
336,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,bba9e80d3790200044e0bfc8bcbe5d29,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,f90ad9120a0a0b91005146ebac892a09,NULL,06826bf03710200044e0bfc8bcbe5d81,31bea3d53790200044e0bfc8bcbe5dec,2021-07-05 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-03-07 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d74,admin,2023-09-14 04:27:39,admin,2022-12-05 08:23:39,6,/
337,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,65a9e80d3790200044e0bfc8bcbe5d7c,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,f90afd120a0a0b9100c6c302ba9bd056,NULL,4e826bf03710200044e0bfc8bcbe5d81,31bea3d53790200044e0bfc8bcbe5dec,2021-08-28 08:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-04-17 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d79,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:39,7,/
338,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,e6a92c0d3790200044e0bfc8bcbe5df0,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,db9a923c0a0a0a6501068d6eaec25ee0,NULL,86826bf03710200044e0bfc8bcbe5d82,31bea3d53790200044e0bfc8bcbe5dec,2022-11-27 08:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-08 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d7e,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
339,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,71a9e80d3790200044e0bfc8bcbe5d8c,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,NULL,0a826bf03710200044e0bfc8bcbe5d83,31bea3d53790200044e0bfc8bcbe5dec,2021-11-09 08:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-06-17 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d83,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
340,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,eba96c0d3790200044e0bfc8bcbe5d58,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,f90afd120a0a0b9100c6c302ba9bd056,NULL,42826bf03710200044e0bfc8bcbe5d84,31bea3d53790200044e0bfc8bcbe5dec,2023-03-27 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-17 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d88,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:39,7,/
341,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,29a92c0d3790200044e0bfc8bcbe5d55,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,f90afd120a0a0b9100c6c302ba9bd056,NULL,8a826bf03710200044e0bfc8bcbe5d84,31bea3d53790200044e0bfc8bcbe5dec,2022-08-26 08:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-03-14 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d8d,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
342,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,eba9e80d3790200044e0bfc8bcbe5d25,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,f90ad9120a0a0b91005146ebac892a09,NULL,0e826bf03710200044e0bfc8bcbe5d85,31bea3d53790200044e0bfc8bcbe5dec,2021-08-10 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-02-18 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d92,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
343,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,57a9a80d3790200044e0bfc8bcbe5dfe,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,NULL,46826bf03710200044e0bfc8bcbe5d86,31bea3d53790200044e0bfc8bcbe5dec,2021-06-05 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2020-12-27 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d97,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:39,7,/
344,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,02a9a80d3790200044e0bfc8bcbe5dba,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,NULL,8e826bf03710200044e0bfc8bcbe5d86,31bea3d53790200044e0bfc8bcbe5dec,2021-05-29 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2020-12-01 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5d9e,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
345,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,e1a9e80d3790200044e0bfc8bcbe5d84,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,f90ad9120a0a0b91005146ebac892a09,NULL,02826bf03710200044e0bfc8bcbe5d88,31bea3d53790200044e0bfc8bcbe5dec,2021-10-14 08:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-06-01 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5da3,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
346,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,b1a9e80d3790200044e0bfc8bcbe5d88,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,f90afd120a0a0b9100c6c302ba9bd056,NULL,4a826bf03710200044e0bfc8bcbe5d88,31bea3d53790200044e0bfc8bcbe5dec,2021-07-17 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-06-01 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5da8,system,2023-09-15 08:09:08,admin,2022-12-05 08:23:39,7,/
347,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,87a9a80d3790200044e0bfc8bcbe5dfa,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,NULL,82826bf03710200044e0bfc8bcbe5d89,31bea3d53790200044e0bfc8bcbe5dec,2021-05-11 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2020-12-21 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,14abe08d3790200044e0bfc8bcbe5dad,admin,2023-09-14 04:27:40,admin,2022-12-05 08:23:39,6,/
